id,state,district,village,crop_recommended,N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,temperature,humidity,rainfall,latitude,longitude,soil_type,season,year
SHC001165,Tamil Nadu,Chennai,Village_1165,maize,162.14,65.39,58.0,8.14,0.1,1.09,25.0,1.71,12.55,1.4,5.06,1.53,27.7,68.1,878.5,9.2519,94.5164,Laterite,Zaid,2023
SHC001166,Tamil Nadu,Coimbatore,Village_1166,rice,103.47,45.63,193.99,6.37,0.4,1.19,25.0,1.38,11.15,0.1,4.04,0.89,17.6,77.2,1474.5,32.8294,78.3506,Alluvial,Rabi,2023
SHC001167,Karnataka,Bangalore,Village_1167,banana,243.49,44.63,353.9,5.54,1.14,1.02,21.05,1.45,7.81,1.43,13.12,0.59,21.4,80.6,1729.4,16.2257,81.025,Alluvial,Rabi,2022
SHC001168,Karnataka,Mysore,Village_1168,maize,246.67,78.46,55.86,8.5,0.36,1.67,25.0,1.72,11.19,1.25,7.94,1.2,24.9,73.4,799.3,15.8738,91.4733,Laterite,Rabi,2022
SHC001169,Andhra Pradesh,Hyderabad,Village_1169,groundnut,56.03,36.32,72.7,6.14,0.75,1.46,15.08,1.11,8.15,1.19,6.78,1.19,27.2,73.2,833.9,34.3783,69.66,Laterite,Kharif,2022
SHC001170,Andhra Pradesh,Visakhapatnam,Village_1170,mustard,84.86,41.24,69.98,6.78,0.34,0.94,25.0,0.84,9.67,0.1,3.57,0.73,19.5,69.4,512.8,8.3723,94.4445,Laterite,Zaid,2024
SHC001171,Punjab,Ludhiana,Village_1171,rice,205.45,55.39,170.57,4.5,0.97,1.23,22.43,1.41,9.75,1.16,2.56,0.95,25.8,79.2,1009.3,20.4314,69.1536,Laterite,Kharif,2024
SHC001172,Punjab,Amritsar,Village_1172,mustard,107.29,19.94,28.03,5.7,0.27,0.76,5.05,0.25,8.26,0.96,1.8,0.57,12.6,58.7,230.2,21.6754,72.2502,Laterite,Rabi,2023
SHC001173,Punjab,Patiala,Village_1173,lentil,54.14,16.81,38.27,6.18,0.46,0.83,11.3,0.82,4.07,0.38,1.38,0.22,22.7,68.0,448.7,19.9811,92.8717,Alluvial,Zaid,2022
SHC001174,Haryana,Karnal,Village_1174,mustard,86.36,46.57,62.87,6.64,0.64,1.21,18.55,0.88,7.23,1.03,4.81,0.61,13.5,47.2,545.5,22.9935,74.8142,Black,Kharif,2023
SHC001175,Haryana,Ambala,Village_1175,banana,224.35,51.39,382.07,7.24,0.92,1.51,16.54,1.53,24.77,1.41,14.38,1.44,25.5,84.6,1772.3,25.1455,73.5272,Alluvial,Zaid,2023
SHC001176,Haryana,Kurukshetra,Village_1176,wheat,88.79,20.29,78.51,5.93,0.14,0.46,16.76,0.91,6.32,0.38,0.52,0.31,18.8,79.7,394.1,22.5665,85.6415,Red,Kharif,2022
SHC001177,Uttar Pradesh,Meerut,Village_1177,maize,263.07,48.14,81.39,5.55,0.37,1.04,16.83,1.17,14.86,1.1,8.19,1.32,17.0,60.9,592.1,25.9604,89.2795,Red,Zaid,2024
SHC001178,Uttar Pradesh,Agra,Village_1178,lentil,55.8,14.95,31.83,7.63,0.24,0.78,9.21,0.99,4.21,0.27,1.67,0.35,19.1,54.4,275.4,20.5453,92.5663,Laterite,Zaid,2023
SHC001179,Uttar Pradesh,Muzaffarnagar,Village_1179,maize,201.97,79.92,82.54,6.82,0.96,1.27,25.0,2.13,13.41,2.0,7.5,1.06,28.6,77.1,727.3,26.1944,78.3639,Laterite,Kharif,2023
SHC001180,Maharashtra,Pune,Village_1180,maize,194.78,76.19,55.29,6.0,0.95,0.96,24.85,1.28,12.27,1.27,6.37,0.64,26.0,66.1,537.7,20.6357,71.4708,Black,Zaid,2022
SHC001181,Maharashtra,Nagpur,Village_1181,groundnut,83.73,22.41,87.11,6.66,0.38,1.37,25.0,1.34,7.3,1.29,5.26,0.1,28.0,66.8,859.5,10.3689,81.3203,Laterite,Zaid,2024
SHC001182,Maharashtra,Aurangabad,Village_1182,lentil,67.1,14.91,21.03,6.81,0.3,1.03,4.31,0.57,0.78,0.61,2.2,0.25,16.0,45.2,383.1,9.6146,94.0158,Laterite,Zaid,2023
SHC001183,Gujarat,Ahmedabad,Village_1183,rice,262.15,26.79,81.54,5.11,0.1,1.32,25.0,0.88,3.71,0.63,2.76,0.76,25.2,49.6,1263.3,12.9644,78.2161,Black,Zaid,2024
SHC001184,Gujarat,Vadodara,Village_1184,wheat,158.53,40.48,68.39,6.46,0.38,1.02,9.04,0.88,4.5,0.79,2.32,0.25,15.8,84.6,649.3,11.0394,90.9426,Alluvial,Zaid,2024
SHC001185,Gujarat,Rajkot,Village_1185,chickpea,72.57,32.03,23.41,8.89,0.1,0.82,8.42,0.96,5.67,0.9,1.17,0.63,26.9,55.5,556.0,8.9417,69.134,Alluvial,Zaid,2024
SHC001186,Rajasthan,Jaipur,Village_1186,mustard,94.1,18.41,51.57,6.42,0.55,1.24,19.08,1.35,6.53,0.59,0.58,0.88,10.0,80.9,538.9,22.1734,87.8584,Alluvial,Kharif,2024
SHC001187,Rajasthan,Jodhpur,Village_1187,wheat,203.78,46.14,111.46,7.4,0.34,0.98,23.86,1.34,5.3,1.49,3.31,0.54,20.9,52.0,270.5,22.9238,74.9208,Red,Rabi,2024
SHC001188,Rajasthan,Udaipur,Village_1188,lentil,82.25,29.27,42.02,8.54,0.57,0.94,8.81,0.98,1.71,0.35,1.67,0.42,24.5,87.2,516.7,34.6278,72.4509,Laterite,Zaid,2022
SHC001189,West Bengal,Kolkata,Village_1189,lentil,47.31,15.25,25.57,7.49,0.23,0.57,9.34,0.87,5.0,0.36,2.2,0.23,25.0,73.7,436.6,13.5938,86.0468,Alluvial,Rabi,2023
SHC001190,West Bengal,Darjeeling,Village_1190,lentil,67.91,16.37,40.71,5.42,0.34,0.32,0.1,0.3,2.54,0.27,2.47,0.2,16.1,49.7,229.5,31.7392,82.3085,Alluvial,Rabi,2024
SHC001191,Tamil Nadu,Chennai,Village_1191,wheat,177.37,44.74,64.64,8.6,0.65,0.61,18.73,1.02,4.45,0.48,3.99,0.48,19.6,46.2,450.4,19.0915,82.888,Red,Rabi,2023
SHC001192,Tamil Nadu,Coimbatore,Village_1192,sugarcane,192.38,74.83,127.34,5.6,0.65,0.99,15.86,2.65,15.83,1.63,5.63,0.56,25.1,72.9,1062.2,25.1013,72.8261,Alluvial,Kharif,2023
SHC001193,Karnataka,Bangalore,Village_1193,wheat,105.9,37.05,53.71,7.06,0.1,0.63,20.15,1.21,6.84,0.67,3.01,0.56,29.3,64.7,446.7,32.0892,73.0363,Laterite,Kharif,2024
SHC001194,Karnataka,Mysore,Village_1194,cotton,87.98,38.23,44.6,7.42,1.03,0.83,14.14,0.68,1.5,0.4,3.26,0.81,23.4,44.7,613.5,21.9996,88.9835,Black,Rabi,2024
SHC001195,Andhra Pradesh,Hyderabad,Village_1195,cotton,117.34,24.81,80.12,6.43,1.61,0.67,6.97,1.05,4.94,0.42,2.51,0.17,24.6,45.4,663.5,19.3341,77.5931,Red,Zaid,2023
SHC001196,Andhra Pradesh,Visakhapatnam,Village_1196,maize,110.77,66.56,57.91,6.47,0.25,1.17,25.0,1.34,3.36,1.56,5.81,1.03,27.3,66.0,896.5,15.7275,92.7152,Red,Kharif,2024
SHC001197,Punjab,Ludhiana,Village_1197,rice,228.52,40.35,183.44,8.84,0.5,1.85,25.0,1.1,12.2,0.23,4.78,1.12,32.7,95.0,1657.4,14.7932,91.8024,Red,Kharif,2023
SHC001198,Punjab,Amritsar,Village_1198,wheat,148.92,37.29,40.73,6.98,0.33,0.9,8.08,1.39,5.63,1.03,3.96,0.37,23.5,38.6,326.0,11.302,70.8457,Red,Zaid,2023
SHC001199,Punjab,Patiala,Village_1199,cotton,124.61,54.08,45.13,9.0,0.58,0.44,14.3,0.99,6.47,0.65,4.35,0.3,31.6,73.6,1116.9,24.5348,72.6333,Red,Kharif,2024
SHC001200,Haryana,Karnal,Village_1200,rice,266.72,33.4,123.92,5.55,0.15,0.92,25.0,1.99,11.75,1.06,6.49,1.49,25.9,65.1,1593.6,16.92,75.8218,Red,Kharif,2022
SHC001201,Haryana,Ambala,Village_1201,wheat,174.13,48.8,99.57,8.29,0.76,0.77,16.25,1.55,9.11,1.07,3.06,0.88,20.4,89.7,1024.3,10.719,91.5751,Laterite,Kharif,2023
SHC001202,Haryana,Kurukshetra,Village_1202,banana,171.19,35.18,452.81,6.5,0.51,1.47,25.0,1.39,16.49,1.65,9.66,1.22,27.7,85.8,1284.0,34.1298,94.6952,Red,Zaid,2022
SHC001203,Uttar Pradesh,Meerut,Village_1203,rice,142.93,63.5,89.65,6.2,0.62,0.71,25.0,0.52,6.26,1.39,2.05,1.05,30.6,85.7,1312.3,17.0063,73.0053,Black,Kharif,2023
SHC001204,Uttar Pradesh,Agra,Village_1204,wheat,142.84,29.96,121.75,7.36,0.82,0.95,24.24,1.21,9.07,1.09,2.93,0.75,23.4,81.6,748.3,31.3808,70.1713,Laterite,Rabi,2023
SHC001205,Uttar Pradesh,Muzaffarnagar,Village_1205,cotton,76.54,20.23,44.57,6.49,0.88,0.48,4.53,0.25,4.79,0.31,1.24,0.46,26.9,40.0,970.1,30.0393,87.8886,Red,Rabi,2023
SHC001206,Maharashtra,Pune,Village_1206,banana,196.19,48.49,281.18,6.2,0.25,2.27,20.86,2.42,21.3,2.26,9.33,1.78,27.2,86.3,2154.0,33.8505,80.5162,Red,Zaid,2023
SHC001207,Maharashtra,Nagpur,Village_1207,mustard,79.07,10.0,45.54,5.28,0.69,0.53,4.47,0.85,5.56,0.58,2.42,0.27,13.8,48.5,488.7,27.7189,81.4228,Laterite,Kharif,2024
SHC001208,Maharashtra,Aurangabad,Village_1208,wheat,179.38,46.69,48.51,8.2,0.76,0.92,21.43,1.56,7.54,1.07,4.19,0.64,23.2,58.8,623.0,27.3941,92.0266,Alluvial,Rabi,2022
SHC001209,Gujarat,Ahmedabad,Village_1209,wheat,147.69,28.75,80.32,7.41,0.1,0.68,7.27,0.45,7.09,0.86,2.43,0.41,15.7,62.6,553.6,28.601,93.7689,Laterite,Kharif,2024
SHC001210,Gujarat,Vadodara,Village_1210,maize,108.15,36.88,39.2,5.1,0.33,1.02,16.64,0.57,4.91,0.86,3.33,0.38,22.7,55.7,429.9,11.5533,80.8685,Alluvial,Zaid,2022
SHC001211,Gujarat,Rajkot,Village_1211,maize,198.13,58.51,78.77,6.75,0.23,1.2,24.72,1.9,13.7,0.68,6.65,1.29,21.8,64.5,334.5,25.7567,73.286,Red,Rabi,2024
SHC001212,Rajasthan,Jaipur,Village_1212,rice,197.49,23.07,234.57,6.82,0.54,0.94,25.0,2.04,7.15,0.61,4.08,0.69,20.3,88.7,1357.3,12.5942,73.2481,Laterite,Kharif,2022
SHC001213,Rajasthan,Jodhpur,Village_1213,banana,180.1,31.49,322.09,7.21,0.79,1.96,24.66,2.17,14.07,1.12,11.32,1.23,27.8,90.5,1970.0,9.6691,70.3643,Laterite,Zaid,2022
SHC001214,Rajasthan,Udaipur,Village_1214,maize,130.03,55.96,83.94,6.28,1.01,1.26,21.61,1.78,9.54,1.46,4.28,1.26,26.8,60.9,376.5,30.2245,86.6707,Red,Kharif,2024
SHC001215,West Bengal,Kolkata,Village_1215,mustard,94.45,40.05,50.87,6.94,0.35,0.84,20.42,0.41,7.4,0.79,4.66,0.8,18.7,52.3,380.3,9.7784,90.0172,Alluvial,Zaid,2024
SHC001216,West Bengal,Darjeeling,Village_1216,groundnut,68.6,33.76,124.69,7.44,0.33,1.24,21.23,0.68,4.42,1.53,5.9,0.51,33.2,78.3,1123.3,12.728,86.3176,Laterite,Zaid,2023
SHC001217,Tamil Nadu,Chennai,Village_1217,rice,140.3,44.9,107.29,4.53,0.5,1.04,15.99,1.75,5.39,1.29,3.99,0.84,14.2,72.2,996.0,20.4617,96.7171,Alluvial,Rabi,2024
SHC001218,Tamil Nadu,Coimbatore,Village_1218,rice,315.61,44.14,204.57,6.14,0.38,1.25,8.92,1.02,5.06,0.95,5.87,0.99,15.7,68.8,750.3,16.9803,91.3201,Black,Kharif,2023
SHC001219,Karnataka,Bangalore,Village_1219,groundnut,71.06,63.82,131.41,7.51,0.5,1.34,14.53,1.54,3.17,0.43,4.28,1.67,38.6,93.2,962.6,13.3251,78.7009,Red,Zaid,2022
SHC001220,Karnataka,Mysore,Village_1220,wheat,186.78,46.73,53.97,7.14,0.53,0.98,12.27,0.94,5.66,0.96,2.76,0.69,19.0,76.8,597.7,33.6707,77.4139,Black,Kharif,2022
SHC001221,Andhra Pradesh,Hyderabad,Village_1221,groundnut,79.42,46.09,131.87,8.53,0.4,1.48,20.55,0.77,11.59,1.04,3.78,0.79,31.3,95.0,779.2,19.1978,76.7936,Red,Zaid,2022
SHC001222,Andhra Pradesh,Visakhapatnam,Village_1222,chickpea,76.93,14.49,29.61,7.6,0.68,0.61,11.78,0.49,3.23,0.48,1.34,0.57,25.2,44.7,154.8,28.3977,78.2285,Red,Kharif,2022
SHC001223,Punjab,Ludhiana,Village_1223,chickpea,132.16,31.43,50.22,8.83,0.33,1.01,12.71,1.2,6.22,0.69,2.8,0.33,24.2,68.4,622.4,22.0175,69.1365,Alluvial,Rabi,2023
SHC001224,Punjab,Amritsar,Village_1224,wheat,81.79,49.96,78.25,6.78,0.25,0.98,12.78,1.21,6.8,1.19,3.16,1.22,22.2,62.2,522.2,15.3748,68.5711,Red,Rabi,2024
SHC001225,Punjab,Patiala,Village_1225,maize,185.03,64.97,75.12,8.92,0.81,1.24,25.0,1.88,15.88,2.01,3.76,0.49,38.0,69.8,525.2,15.7586,74.776,Red,Rabi,2023
SHC001226,Haryana,Karnal,Village_1226,banana,173.76,37.02,210.45,6.28,0.69,1.59,25.0,0.72,25.0,0.99,4.52,2.07,23.7,86.0,1451.1,12.5612,72.4881,Laterite,Kharif,2023
SHC001227,Haryana,Ambala,Village_1227,maize,142.26,51.25,47.01,5.82,0.86,0.91,15.84,0.96,11.1,0.76,1.81,0.41,22.7,35.6,460.2,22.211,75.4528,Black,Rabi,2022
SHC001228,Haryana,Kurukshetra,Village_1228,rice,245.11,40.47,118.21,7.74,0.94,1.15,25.0,1.59,9.22,1.16,5.55,1.28,32.6,92.6,1461.3,14.2464,91.0727,Alluvial,Kharif,2024
SHC001229,Uttar Pradesh,Meerut,Village_1229,banana,152.78,29.68,500.0,7.65,0.38,2.16,25.0,2.13,13.96,2.11,10.06,1.04,25.2,79.7,1767.8,28.6449,90.3266,Laterite,Kharif,2024
SHC001230,Uttar Pradesh,Agra,Village_1230,mustard,96.51,20.95,25.79,6.66,0.8,0.61,12.8,0.5,5.94,0.7,3.61,0.5,16.9,71.3,475.9,33.5526,93.4471,Alluvial,Zaid,2023
SHC001231,Uttar Pradesh,Muzaffarnagar,Village_1231,groundnut,70.03,37.1,84.11,6.43,0.27,0.79,25.0,1.95,5.21,0.8,5.71,0.96,30.0,77.2,763.9,10.8969,85.8455,Red,Zaid,2023
SHC001232,Maharashtra,Pune,Village_1232,lentil,88.95,11.96,40.4,8.11,0.67,1.11,8.73,0.65,4.28,0.36,4.14,0.36,26.5,78.2,472.6,27.4394,78.2989,Red,Kharif,2024
SHC001233,Maharashtra,Nagpur,Village_1233,mustard,98.92,32.75,38.23,5.58,0.68,0.91,17.61,1.48,5.52,0.64,4.77,0.6,14.8,72.4,421.5,32.7907,83.8157,Red,Kharif,2024
SHC001234,Maharashtra,Aurangabad,Village_1234,cotton,51.43,52.16,49.51,5.3,1.99,0.59,9.43,0.34,4.96,0.78,1.72,0.1,18.7,40.7,255.0,30.4675,89.368,Alluvial,Kharif,2022
SHC001235,Gujarat,Ahmedabad,Village_1235,mustard,77.12,19.35,37.34,5.92,0.7,1.04,10.42,0.8,9.54,0.9,1.59,0.87,27.0,64.7,413.6,32.0434,77.9275,Alluvial,Zaid,2024
SHC001236,Gujarat,Vadodara,Village_1236,maize,162.94,43.05,70.7,6.7,1.04,1.2,10.93,1.4,5.84,0.84,5.87,1.06,27.4,60.7,768.6,30.3818,78.9684,Laterite,Kharif,2024
SHC001237,Gujarat,Rajkot,Village_1237,rice,250.6,47.73,243.84,7.4,0.6,1.13,25.0,1.79,8.78,0.74,3.45,0.9,36.7,87.5,1261.8,33.9459,68.9195,Black,Rabi,2024
SHC001238,Rajasthan,Jaipur,Village_1238,cotton,27.98,40.75,33.04,6.78,0.75,0.39,7.56,0.25,1.16,0.6,3.48,0.83,24.2,49.2,621.5,19.198,91.2849,Red,Rabi,2022
SHC001239,Rajasthan,Jodhpur,Village_1239,wheat,154.31,39.89,123.88,6.71,0.29,0.98,14.87,0.81,4.83,0.75,4.05,0.69,16.7,87.5,418.5,30.0314,96.4554,Red,Zaid,2022
SHC001240,Rajasthan,Udaipur,Village_1240,maize,114.51,53.3,32.64,5.25,0.1,1.71,22.3,1.52,6.89,1.5,3.25,0.54,21.2,62.6,839.3,32.2623,93.5454,Black,Rabi,2022
SHC001241,West Bengal,Kolkata,Village_1241,chickpea,105.43,27.74,33.85,7.52,0.26,0.56,10.41,0.54,2.23,0.39,0.62,0.58,24.1,41.4,349.0,13.0335,70.1823,Red,Kharif,2022
SHC001242,West Bengal,Darjeeling,Village_1242,lentil,95.38,22.59,39.38,7.74,0.24,1.1,4.32,0.82,4.31,0.57,1.26,0.36,25.0,49.1,334.1,29.1936,70.0874,Red,Kharif,2022
SHC001243,Tamil Nadu,Chennai,Village_1243,rice,293.72,40.06,177.99,6.49,0.58,1.08,25.0,1.1,10.33,1.2,5.76,0.65,25.4,66.4,1532.9,11.4338,90.4131,Laterite,Kharif,2022
SHC001244,Tamil Nadu,Coimbatore,Village_1244,rice,163.04,42.01,92.32,5.43,0.74,1.16,18.98,1.41,12.52,0.85,1.85,0.99,27.7,82.6,840.8,10.5651,68.6732,Red,Rabi,2023
SHC001245,Karnataka,Bangalore,Village_1245,rice,272.34,39.85,199.24,6.7,0.17,0.73,9.74,1.42,8.29,1.54,4.89,0.41,22.7,53.9,1288.0,32.656,90.2914,Laterite,Zaid,2024
SHC001246,Karnataka,Mysore,Village_1246,rice,379.54,45.66,204.71,6.58,0.38,0.81,23.74,0.89,13.96,1.03,1.85,0.62,30.7,95.0,1546.2,15.5056,73.2313,Red,Kharif,2024
SHC001247,Andhra Pradesh,Hyderabad,Village_1247,wheat,159.51,32.92,100.89,8.57,0.1,1.1,14.85,1.35,7.04,1.14,3.59,0.47,17.6,51.8,497.3,18.273,93.1916,Laterite,Kharif,2022
SHC001248,Andhra Pradesh,Visakhapatnam,Village_1248,cotton,82.96,10.0,45.29,5.94,0.84,0.37,7.1,0.15,5.74,0.23,1.28,0.21,23.3,38.2,752.7,13.0567,88.0982,Red,Rabi,2022
SHC001249,Punjab,Ludhiana,Village_1249,rice,147.19,35.89,131.44,6.23,1.07,1.4,10.45,1.97,8.14,0.1,3.66,0.33,22.8,94.1,806.9,10.1872,81.0375,Laterite,Kharif,2024
SHC001250,Punjab,Amritsar,Village_1250,mustard,86.5,24.15,62.74,7.27,0.87,0.86,14.44,0.92,6.37,0.48,4.12,0.61,24.8,78.6,745.5,11.0721,74.4187,Alluvial,Zaid,2023
SHC001251,Punjab,Patiala,Village_1251,maize,210.59,65.5,59.38,7.06,0.85,1.25,25.0,1.52,12.04,0.94,5.64,0.72,30.3,71.4,546.8,27.0578,79.1115,Black,Rabi,2022
SHC001252,Haryana,Karnal,Village_1252,chickpea,81.61,37.45,41.52,7.66,0.54,0.7,10.21,1.08,4.97,0.35,0.25,0.37,13.6,40.1,312.6,30.1488,76.0615,Black,Zaid,2023
SHC001253,Haryana,Ambala,Village_1253,mustard,37.58,30.08,28.44,6.86,0.1,0.85,17.74,0.66,7.92,0.83,3.38,0.74,16.6,66.5,451.2,14.2897,78.3114,Laterite,Rabi,2023
SHC001254,Haryana,Kurukshetra,Village_1254,wheat,139.62,39.51,52.35,6.31,0.67,0.66,18.76,1.33,7.83,0.73,2.57,0.42,13.0,71.6,735.4,19.8211,82.8031,Black,Zaid,2023
SHC001255,Uttar Pradesh,Meerut,Village_1255,rice,198.55,28.46,179.24,5.57,0.1,1.39,24.44,0.4,9.87,1.08,2.52,1.18,37.6,95.0,1538.1,22.3517,88.9319,Black,Zaid,2024
SHC001256,Uttar Pradesh,Agra,Village_1256,rice,241.12,51.46,186.42,7.66,0.52,1.71,14.12,0.58,4.17,0.37,5.81,1.13,36.0,79.4,1663.6,34.1785,87.1451,Red,Zaid,2024
SHC001257,Uttar Pradesh,Muzaffarnagar,Village_1257,maize,150.79,70.96,50.06,6.53,0.39,1.14,25.0,1.0,2.18,0.8,5.63,0.64,22.1,70.4,770.6,13.3283,86.8195,Red,Kharif,2022
SHC001258,Maharashtra,Pune,Village_1258,chickpea,100.65,16.01,36.74,8.06,0.75,0.74,5.94,1.06,3.94,0.29,2.18,0.2,22.8,40.8,203.2,19.3804,76.2737,Red,Zaid,2024
SHC001259,Maharashtra,Nagpur,Village_1259,maize,99.59,63.17,80.37,6.06,0.54,1.07,15.86,1.74,4.76,1.39,4.35,1.3,25.7,46.4,696.9,26.3608,90.3448,Red,Kharif,2022
SHC001260,Maharashtra,Aurangabad,Village_1260,rice,180.85,54.67,125.75,4.57,0.52,1.36,25.0,1.15,8.13,1.21,3.6,0.95,24.6,85.1,1416.9,18.7153,94.3032,Alluvial,Kharif,2024
SHC001261,Gujarat,Ahmedabad,Village_1261,rice,195.15,41.72,118.49,5.77,0.45,1.02,5.9,1.13,6.87,0.99,5.55,1.42,28.4,62.7,1096.4,30.4638,87.2128,Alluvial,Zaid,2022
SHC001262,Gujarat,Vadodara,Village_1262,lentil,92.94,22.62,44.46,8.29,0.44,0.76,12.86,1.09,6.33,0.22,3.32,0.32,25.6,48.2,365.3,27.1019,92.1132,Black,Zaid,2024
SHC001263,Gujarat,Rajkot,Village_1263,lentil,57.76,18.4,23.3,6.97,0.46,0.98,5.28,0.69,1.64,0.6,2.02,0.36,20.6,52.5,305.7,20.1245,89.5527,Alluvial,Kharif,2022
SHC001264,Rajasthan,Jaipur,Village_1264,wheat,153.67,21.32,35.09,6.12,0.23,0.6,12.66,1.25,5.6,1.01,1.93,0.52,16.2,66.6,563.8,19.5555,88.0235,Laterite,Rabi,2024
SHC001265,Rajasthan,Jodhpur,Village_1265,wheat,179.18,36.53,57.16,7.03,0.37,1.06,25.0,1.12,5.64,1.28,2.8,0.49,24.9,72.6,497.2,31.8974,76.1442,Laterite,Rabi,2024
SHC001266,Rajasthan,Udaipur,Village_1266,wheat,149.45,20.77,60.13,6.44,0.1,0.56,7.29,0.78,7.05,1.24,4.06,0.69,21.5,58.4,580.0,24.5988,89.9506,Black,Zaid,2022
SHC001267,West Bengal,Kolkata,Village_1267,wheat,125.94,38.09,106.21,8.24,0.17,0.74,24.27,1.35,4.73,0.43,2.97,0.35,23.4,95.0,400.6,33.5202,89.3161,Alluvial,Kharif,2024
SHC001268,West Bengal,Darjeeling,Village_1268,mustard,95.35,26.82,62.6,6.44,0.1,0.81,15.53,0.48,2.72,0.65,4.0,0.73,17.9,56.5,341.8,25.0133,94.8595,Alluvial,Kharif,2023
SHC001269,Tamil Nadu,Chennai,Village_1269,lentil,43.87,13.55,15.76,4.97,0.37,0.85,9.67,0.83,2.67,0.42,2.44,0.15,16.6,46.5,150.0,28.9547,77.0573,Red,Rabi,2024
SHC001270,Tamil Nadu,Coimbatore,Village_1270,rice,216.28,57.77,152.08,6.01,0.26,1.2,11.96,1.43,9.45,0.83,4.48,0.86,24.8,75.1,1218.5,27.1502,95.5872,Black,Zaid,2023
SHC001271,Karnataka,Bangalore,Village_1271,lentil,75.37,20.1,39.73,6.74,0.34,1.28,10.68,0.56,3.54,0.58,1.68,0.47,22.3,43.7,419.5,31.602,78.0797,Alluvial,Kharif,2022
SHC001272,Karnataka,Mysore,Village_1272,mustard,26.09,26.13,63.41,5.2,0.67,0.88,9.05,0.9,4.47,0.39,1.88,0.35,14.4,52.0,294.0,13.8079,68.2712,Laterite,Zaid,2023
SHC001273,Andhra Pradesh,Hyderabad,Village_1273,chickpea,77.77,28.17,40.95,6.36,0.58,0.65,10.07,0.81,3.66,0.63,1.92,0.32,20.3,66.6,405.9,16.0845,73.8845,Laterite,Kharif,2023
SHC001274,Andhra Pradesh,Visakhapatnam,Village_1274,banana,281.24,63.71,169.31,6.49,1.31,1.58,25.0,2.42,9.46,1.15,3.28,1.55,26.8,88.2,2272.1,11.8396,83.0717,Laterite,Kharif,2023
SHC001275,Punjab,Ludhiana,Village_1275,wheat,127.38,40.63,56.24,6.2,0.17,0.35,15.97,1.02,5.31,0.84,0.1,0.39,20.5,44.1,610.1,18.1558,92.6957,Laterite,Zaid,2023
SHC001276,Punjab,Amritsar,Village_1276,sugarcane,356.16,58.29,143.48,6.8,0.21,0.91,25.0,1.29,11.17,1.61,5.77,1.04,25.2,56.9,1001.5,17.3301,83.6593,Alluvial,Kharif,2024
SHC001277,Punjab,Patiala,Village_1277,groundnut,69.25,31.03,67.06,4.5,0.1,0.68,19.24,0.13,8.77,0.69,2.86,0.72,23.2,50.3,733.7,25.6194,69.5323,Red,Zaid,2024
SHC001278,Haryana,Karnal,Village_1278,wheat,42.42,35.58,31.03,5.4,0.35,0.64,17.85,0.78,5.65,0.62,3.01,0.76,16.6,59.7,771.1,19.2585,90.9807,Black,Rabi,2023
SHC001279,Haryana,Ambala,Village_1279,chickpea,118.34,34.55,50.76,8.9,0.41,0.9,11.52,0.88,7.44,0.7,1.94,0.44,30.6,52.6,331.8,18.9811,78.8985,Alluvial,Rabi,2023
SHC001280,Haryana,Kurukshetra,Village_1280,rice,129.58,18.35,144.27,4.61,0.39,1.62,25.0,1.1,10.09,0.79,2.8,1.31,19.3,71.5,1291.8,27.0665,73.8963,Black,Rabi,2023
SHC001281,Uttar Pradesh,Meerut,Village_1281,maize,284.43,62.02,98.23,8.39,1.25,1.49,23.69,2.63,11.0,1.2,5.72,0.91,32.1,70.7,736.9,21.806,95.6514,Alluvial,Zaid,2024
SHC001282,Uttar Pradesh,Agra,Village_1282,rice,288.39,41.53,179.9,7.59,0.56,1.33,17.31,1.14,7.4,0.97,6.73,1.18,24.6,94.4,1322.8,15.2115,79.3978,Red,Zaid,2023
SHC001283,Uttar Pradesh,Muzaffarnagar,Village_1283,mustard,49.64,41.97,38.89,7.7,1.06,1.2,10.71,0.63,4.59,0.84,1.94,0.23,22.3,59.0,559.7,32.4115,85.2594,Red,Rabi,2024
SHC001284,Maharashtra,Pune,Village_1284,lentil,95.57,21.4,45.08,8.26,0.43,1.03,8.23,1.12,4.01,0.54,2.81,0.26,28.7,71.5,340.5,10.853,82.5043,Alluvial,Zaid,2023
SHC001285,Maharashtra,Nagpur,Village_1285,wheat,135.93,48.65,72.13,6.9,0.3,0.86,14.83,0.97,7.41,0.52,4.27,0.1,19.6,80.4,841.3,19.6461,70.4107,Red,Rabi,2024
SHC001286,Maharashtra,Aurangabad,Village_1286,wheat,172.75,35.07,93.49,7.97,0.5,1.16,22.56,1.03,8.17,0.62,4.05,0.75,25.5,67.5,1136.8,27.88,76.1429,Laterite,Rabi,2022
SHC001287,Gujarat,Ahmedabad,Village_1287,lentil,72.15,18.07,42.52,7.4,0.33,0.34,8.36,0.76,7.88,0.42,1.86,0.37,19.1,51.8,222.4,22.2823,76.8409,Black,Kharif,2024
SHC001288,Gujarat,Vadodara,Village_1288,chickpea,68.09,22.54,46.69,6.17,0.43,0.62,10.78,0.96,3.18,0.59,1.08,0.4,24.0,44.3,300.7,30.2334,78.1982,Alluvial,Kharif,2023
